"Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"{4E95D757-19EC-EDA1-E050-A8C0630539E2}","294000","2017-04-13 00:00","T","N","F","ARLESEY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19ED-EDA1-E050-A8C0630539E2}","292500","2017-02-16 00:00","T","N","F","SHEFFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19EE-EDA1-E050-A8C0630539E2}","215000","2017-04-05 00:00","T","N","F","LUTON","LUTON","LUTON","A","A"
"{4E95D757-19EF-EDA1-E050-A8C0630539E2}","790000","2017-04-20 00:00","S","N","F","BEDFORD","BEDFORD","BEDFORD","A","A"
"{4E95D757-19F0-EDA1-E050-A8C0630539E2}","925000","2017-03-31 00:00","D","N","F","BEDFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F1-EDA1-E050-A8C0630539E2}","265000","2017-03-24 00:00","T","N","F","LEIGHTON BUZZARD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F2-EDA1-E050-A8C0630539E2}","279950","2017-04-07 00:00","S","N","F","SANDY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F4-EDA1-E050-A8C0630539E2}","165000","2017-03-30 00:00","F","N","L","DUNSTABLE","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F5-EDA1-E050-A8C0630539E2}","355000","2017-03-03 00:00","D","N","F","SANDY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F6-EDA1-E050-A8C0630539E2}","325000","2017-04-21 00:00","T","N","F","ARLESEY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19F7-EDA1-E050-A8C0630539E2}","383000","2017-04-20 00:00","D","N","F","ARLESEY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-1C90-EDA1-E050-A8C0630539E2}","330000","2017-03-30 00:00","T","N","F","RAINHAM","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C91-EDA1-E050-A8C0630539E2}","168500","2017-01-30 00:00","F","Y","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C92-EDA1-E050-A8C0630539E2}","630000","2017-04-03 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C93-EDA1-E050-A8C0630539E2}","322000","2017-03-31 00:00","T","N","F","UPMINSTER","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C96-EDA1-E050-A8C0630539E2}","600000","2017-03-28 00:00","F","Y","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C97-EDA1-E050-A8C0630539E2}","325000","2017-01-27 00:00","S","N","F","RAINHAM","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C98-EDA1-E050-A8C0630539E2}","335000","2017-03-17 00:00","S","N","F","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C99-EDA1-E050-A8C0630539E2}","350000","2017-03-22 00:00","T","N","F","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C9A-EDA1-E050-A8C0630539E2}","340000","2017-04-12 00:00","T","N","F","HORNCHURCH","HAVERING","GREATER LONDON","B","A"
"{4E95D757-1C9B-EDA1-E050-A8C0630539E2}","1390000","2017-03-21 00:00","F","Y","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C9C-EDA1-E050-A8C0630539E2}","430000","2017-04-07 00:00","S","N","F","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C9D-EDA1-E050-A8C0630539E2}","372000","2017-04-03 00:00","T","N","F","ROMFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C9E-EDA1-E050-A8C0630539E2}","500000","2017-04-03 00:00","S","N","F","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C9F-EDA1-E050-A8C0630539E2}","758500","2017-04-13 00:00","T","N","F","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1CA0-EDA1-E050-A8C0630539E2}","265000","2017-04-12 00:00","S","N","F","RAINHAM","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1CA1-EDA1-E050-A8C0630539E2}","350000","2017-03-20 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CA2-EDA1-E050-A8C0630539E2}","600000","2017-04-07 00:00","D","N","F","WOODFORD GREEN","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1CA4-EDA1-E050-A8C0630539E2}","384000","2017-03-21 00:00","T","N","F","ROMFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1CA5-EDA1-E050-A8C0630539E2}","465000","2017-04-06 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CA6-EDA1-E050-A8C0630539E2}","325000","2017-04-18 00:00","S","N","F","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1CAA-EDA1-E050-A8C0630539E2}","4263000","2017-03-29 00:00","T","N","F","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1CAC-EDA1-E050-A8C0630539E2}","2900000","2017-03-21 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1CAD-EDA1-E050-A8C0630539E2}","830000","2017-03-29 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CAE-EDA1-E050-A8C0630539E2}","650000","2017-04-10 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CAF-EDA1-E050-A8C0630539E2}","2920000","2017-03-15 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1CB0-EDA1-E050-A8C0630539E2}","684500","2017-02-07 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CB1-EDA1-E050-A8C0630539E2}","960000","2017-03-16 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CB2-EDA1-E050-A8C0630539E2}","3500000","2017-03-22 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1CB6-EDA1-E050-A8C0630539E2}","785000","2017-04-05 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1CBB-EDA1-E050-A8C0630539E2}","640000","2017-03-31 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CBC-EDA1-E050-A8C0630539E2}","490000","2017-03-24 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4C4EE000-2A7F-1854-E050-A8C063054F34}","238000","2017-03-07 00:00","D","N","F","MIRFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2A80-1854-E050-A8C063054F34}","72000","2017-02-28 00:00","S","N","F","KNOTTINGLEY","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A81-1854-E050-A8C063054F34}","50000","2017-03-13 00:00","T","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","B","A"
"{4C4EE000-2A82-1854-E050-A8C063054F34}","49000","2017-02-27 00:00","S","N","L","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A83-1854-E050-A8C063054F34}","102500","2017-03-24 00:00","S","N","F","WAKEFIELD","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A84-1854-E050-A8C063054F34}","84250","2017-02-24 00:00","T","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2A85-1854-E050-A8C063054F34}","305000","2017-02-16 00:00","D","N","F","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2A86-1854-E050-A8C063054F34}","100000","2017-03-10 00:00","T","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A87-1854-E050-A8C063054F34}","55000","2017-03-17 00:00","T","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A88-1854-E050-A8C063054F34}","69950","2017-03-10 00:00","F","N","L","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A89-1854-E050-A8C063054F34}","264000","2017-02-24 00:00","T","N","F","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A8B-1854-E050-A8C063054F34}","70000","2017-03-13 00:00","T","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A8C-1854-E050-A8C063054F34}","120000","2017-02-10 00:00","F","N","L","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2A8D-1854-E050-A8C063054F34}","116000","2017-02-22 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A8E-1854-E050-A8C063054F34}","245000","2017-03-10 00:00","D","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A8F-1854-E050-A8C063054F34}","135000","2017-02-24 00:00","T","N","F","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2A90-1854-E050-A8C063054F34}","112000","2017-03-10 00:00","T","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","B","A"
"{4C4EE000-2A91-1854-E050-A8C063054F34}","220000","2017-02-17 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A92-1854-E050-A8C063054F34}","130000","2017-02-28 00:00","S","N","F","WAKEFIELD","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A93-1854-E050-A8C063054F34}","137500","2017-03-14 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A94-1854-E050-A8C063054F34}","189000","2017-02-24 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A95-1854-E050-A8C063054F34}","132000","2017-01-23 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A96-1854-E050-A8C063054F34}","270000","2017-03-03 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A97-1854-E050-A8C063054F34}","275000","2017-02-16 00:00","D","N","F","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2A98-1854-E050-A8C063054F34}","145000","2017-02-27 00:00","T","N","F","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2A99-1854-E050-A8C063054F34}","115000","2017-03-10 00:00","T","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2A9B-1854-E050-A8C063054F34}","155000","2017-02-28 00:00","S","N","F","LIVERSEDGE","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2A9C-1854-E050-A8C063054F34}","88000","2017-02-24 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2A9D-1854-E050-A8C063054F34}","325000","2017-02-10 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2A9E-1854-E050-A8C063054F34}","165000","2017-02-24 00:00","S","N","F","BATLEY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2A9F-1854-E050-A8C063054F34}","110000","2017-03-28 00:00","T","N","L","TODMORDEN","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA0-1854-E050-A8C063054F34}","139950","2017-03-10 00:00","S","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F03-1854-E050-A8C063054F34}","185000","2017-03-08 00:00","T","N","F","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F04-1854-E050-A8C063054F34}","99950","2017-02-28 00:00","F","N","L","ELLAND","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F06-1854-E050-A8C063054F34}","287000","2017-02-09 00:00","S","N","F","WETHERBY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F07-1854-E050-A8C063054F34}","119800","2017-02-13 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F08-1854-E050-A8C063054F34}","163000","2017-03-17 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F09-1854-E050-A8C063054F34}","243000","2017-02-03 00:00","D","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F0A-1854-E050-A8C063054F34}","82500","2017-03-10 00:00","S","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F0C-1854-E050-A8C063054F34}","140000","2017-03-17 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F0D-1854-E050-A8C063054F34}","145000","2017-03-06 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F0E-1854-E050-A8C063054F34}","115000","2017-01-27 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F0F-1854-E050-A8C063054F34}","310000","2017-03-21 00:00","D","N","F","BINGLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F11-1854-E050-A8C063054F34}","120000","2017-02-07 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F12-1854-E050-A8C063054F34}","220000","2017-01-20 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F13-1854-E050-A8C063054F34}","130000","2017-01-16 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F14-1854-E050-A8C063054F34}","556000","2017-03-24 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F16-1854-E050-A8C063054F34}","125000","2017-02-22 00:00","S","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F17-1854-E050-A8C063054F34}","120000","2017-02-10 00:00","T","N","F","BRIGHOUSE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F19-1854-E050-A8C063054F34}","159000","2017-01-18 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F1A-1854-E050-A8C063054F34}","90000","2017-03-23 00:00","F","N","L","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F1C-1854-E050-A8C063054F34}","140000","2017-02-13 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F1D-1854-E050-A8C063054F34}","84600","2017-02-24 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F1E-1854-E050-A8C063054F34}","110000","2017-03-10 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F20-1854-E050-A8C063054F34}","169000","2017-02-07 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F21-1854-E050-A8C063054F34}","627500","2017-02-28 00:00","D","N","F","ELLAND","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2F22-1854-E050-A8C063054F34}","127000","2017-03-21 00:00","S","N","F","KNOTTINGLEY","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F23-1854-E050-A8C063054F34}","96000","2017-02-28 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F24-1854-E050-A8C063054F34}","210000","2017-01-16 00:00","T","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2F25-1854-E050-A8C063054F34}","115000","2017-02-10 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F26-1854-E050-A8C063054F34}","102000","2017-01-27 00:00","F","N","L","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2F28-1854-E050-A8C063054F34}","265000","2017-03-21 00:00","F","N","L","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C6F-1854-E050-A8C063054F34}","87500","2017-03-13 00:00","T","N","F","OSSETT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C70-1854-E050-A8C063054F34}","44000","2017-02-21 00:00","F","N","L","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","B","A"
"{4C4EE000-2C71-1854-E050-A8C063054F34}","170000","2017-02-24 00:00","S","N","F","WAKEFIELD","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C72-1854-E050-A8C063054F34}","119500","2017-02-20 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C73-1854-E050-A8C063054F34}","192000","2017-03-10 00:00","T","N","F","SHIPLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C74-1854-E050-A8C063054F34}","400000","2017-02-17 00:00","D","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C75-1854-E050-A8C063054F34}","237000","2017-01-23 00:00","T","N","F","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C76-1854-E050-A8C063054F34}","234000","2017-03-24 00:00","D","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C77-1854-E050-A8C063054F34}","185000","2017-03-24 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C78-1854-E050-A8C063054F34}","100000","2017-02-28 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C79-1854-E050-A8C063054F34}","260000","2017-02-20 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C7B-1854-E050-A8C063054F34}","320000","2017-03-17 00:00","D","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2C7D-1854-E050-A8C063054F34}","169750","2017-02-24 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C7E-1854-E050-A8C063054F34}","360000","2017-01-31 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C7F-1854-E050-A8C063054F34}","140000","2017-03-22 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C80-1854-E050-A8C063054F34}","265000","2017-03-23 00:00","D","N","F","BRIGHOUSE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C81-1854-E050-A8C063054F34}","92500","2017-02-24 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C82-1854-E050-A8C063054F34}","174000","2017-02-17 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C84-1854-E050-A8C063054F34}","206815","2017-03-27 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C85-1854-E050-A8C063054F34}","195000","2017-02-27 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C86-1854-E050-A8C063054F34}","233000","2017-03-17 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C87-1854-E050-A8C063054F34}","201500","2017-02-03 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C88-1854-E050-A8C063054F34}","74000","2017-02-10 00:00","F","N","L","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C89-1854-E050-A8C063054F34}","210000","2017-02-27 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8A-1854-E050-A8C063054F34}","78500","2017-03-01 00:00","T","N","F","ELLAND","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8B-1854-E050-A8C063054F34}","260000","2017-03-01 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8C-1854-E050-A8C063054F34}","152395","2017-02-20 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8D-1854-E050-A8C063054F34}","175000","2017-02-27 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8E-1854-E050-A8C063054F34}","66000","2017-02-21 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C8F-1854-E050-A8C063054F34}","208000","2017-02-24 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2C90-1854-E050-A8C063054F34}","165000","2017-03-15 00:00","T","N","F","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2C91-1854-E050-A8C063054F34}","113000","2017-02-10 00:00","T","N","F","KNOTTINGLEY","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-284E-1854-E050-A8C063054F34}","125000","2017-03-23 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-284F-1854-E050-A8C063054F34}","245000","2017-02-24 00:00","S","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2850-1854-E050-A8C063054F34}","210000","2017-03-14 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2851-1854-E050-A8C063054F34}","74000","2017-01-13 00:00","T","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2852-1854-E050-A8C063054F34}","51556","2017-02-17 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2853-1854-E050-A8C063054F34}","148000","2017-02-24 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2854-1854-E050-A8C063054F34}","116000","2017-02-17 00:00","S","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2855-1854-E050-A8C063054F34}","114000","2017-03-17 00:00","T","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2856-1854-E050-A8C063054F34}","179000","2017-03-03 00:00","D","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2857-1854-E050-A8C063054F34}","251400","2017-03-06 00:00","D","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2858-1854-E050-A8C063054F34}","114000","2017-03-17 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2859-1854-E050-A8C063054F34}","160000","2017-03-09 00:00","S","N","F","NORMANTON","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-285A-1854-E050-A8C063054F34}","100000","2017-02-17 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-285B-1854-E050-A8C063054F34}","36000","2017-03-08 00:00","F","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-285C-1854-E050-A8C063054F34}","65000","2017-02-03 00:00","T","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-285D-1854-E050-A8C063054F34}","130000","2017-02-17 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-285F-1854-E050-A8C063054F34}","112000","2017-02-10 00:00","S","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2860-1854-E050-A8C063054F34}","133000","2017-03-03 00:00","D","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2861-1854-E050-A8C063054F34}","80500","2017-02-24 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2863-1854-E050-A8C063054F34}","275000","2017-03-07 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2864-1854-E050-A8C063054F34}","157000","2017-02-24 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6D1-9FD5-E050-A8C063054923}","142500","2017-03-23 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6D2-9FD5-E050-A8C063054923}","172000","2017-04-12 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6D3-9FD5-E050-A8C063054923}","122000","2017-02-24 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6D4-9FD5-E050-A8C063054923}","136250","2017-03-21 00:00","S","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{50F18103-C6D5-9FD5-E050-A8C063054923}","105000","2017-04-28 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6D8-9FD5-E050-A8C063054923}","340000","2017-05-15 00:00","T","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{50F18103-C6D9-9FD5-E050-A8C063054923}","360000","2017-04-06 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6DA-9FD5-E050-A8C063054923}","147500","2017-04-27 00:00","S","N","F","CLECKHEATON","KIRKLEES","WEST YORKSHIRE","A","A"
"{50F18103-C6DB-9FD5-E050-A8C063054923}","138000","2017-05-12 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{50F18103-C6DC-9FD5-E050-A8C063054923}","189995","2017-04-21 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{50F18103-C6DD-9FD5-E050-A8C063054923}","148000","2017-04-10 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{50F18103-C6DE-9FD5-E050-A8C063054923}","423000","2017-04-03 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2865-1854-E050-A8C063054F34}","262500","2017-03-17 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
