"Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"{50F18103-DC6D-9FD5-E050-A8C063054923}","465000","2017-03-30 00:00","O","N","F","NEW MILTON","NEW FOREST","HAMPSHIRE","B","A"
"{50F18103-DC6E-9FD5-E050-A8C063054923}","10000","2017-05-25 00:00","O","N","F","FAREHAM","FAREHAM","HAMPSHIRE","B","A"
"{50F18103-DC6F-9FD5-E050-A8C063054923}","129000","2017-04-13 00:00","O","N","F","EASTLEIGH","EASTLEIGH","HAMPSHIRE","B","A"
"{50F18103-DC71-9FD5-E050-A8C063054923}","10000000","2017-03-10 00:00","O","N","F","SOUTHAMPTON","EASTLEIGH","HAMPSHIRE","B","A"
"{50F18103-DC72-9FD5-E050-A8C063054923}","376000","2017-05-02 00:00","S","N","F","SOUTHAMPTON","SOUTHAMPTON","SOUTHAMPTON","B","A"
"{50F18103-DC73-9FD5-E050-A8C063054923}","135000","2017-04-06 00:00","T","N","F","PORTSMOUTH","PORTSMOUTH","PORTSMOUTH","B","A"
"{50F18103-DC74-9FD5-E050-A8C063054923}","222000","2017-05-19 00:00","T","N","F","SOUTHAMPTON","SOUTHAMPTON","SOUTHAMPTON","B","A"
"{50F18103-DC75-9FD5-E050-A8C063054923}","8640","2017-03-28 00:00","O","N","F","SOUTHSEA","PORTSMOUTH","PORTSMOUTH","B","A"
"{4E95D757-1C0B-EDA1-E050-A8C0630539E2}","1200000","2017-03-31 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C10-EDA1-E050-A8C0630539E2}","670000","2017-04-04 00:00","S","N","F","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C11-EDA1-E050-A8C0630539E2}","235000","2017-03-24 00:00","F","N","L","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C16-EDA1-E050-A8C0630539E2}","255000","2017-02-24 00:00","F","N","L","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C22-EDA1-E050-A8C0630539E2}","1580000","2017-03-17 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C34-EDA1-E050-A8C0630539E2}","670000","2017-03-17 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C3C-EDA1-E050-A8C0630539E2}","700000","2017-01-05 00:00","F","Y","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C3E-EDA1-E050-A8C0630539E2}","415000","2017-01-05 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C40-EDA1-E050-A8C0630539E2}","345000","2017-03-31 00:00","T","N","L","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C43-EDA1-E050-A8C0630539E2}","924000","2017-01-09 00:00","F","Y","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C45-EDA1-E050-A8C0630539E2}","295000","2017-01-05 00:00","T","N","F","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C46-EDA1-E050-A8C0630539E2}","390000","2017-01-06 00:00","F","Y","L","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C4A-EDA1-E050-A8C0630539E2}","857500","2017-01-18 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C4B-EDA1-E050-A8C0630539E2}","775000","2017-01-10 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C4C-EDA1-E050-A8C0630539E2}","575000","2017-04-11 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C4E-EDA1-E050-A8C0630539E2}","2100000","2017-04-06 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C50-EDA1-E050-A8C0630539E2}","795000","2017-01-27 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C51-EDA1-E050-A8C0630539E2}","525000","2017-01-11 00:00","D","N","F","RAINHAM","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C52-EDA1-E050-A8C0630539E2}","350000","2017-01-20 00:00","S","N","F","RAINHAM","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C54-EDA1-E050-A8C0630539E2}","405000","2017-01-25 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C55-EDA1-E050-A8C0630539E2}","370000","2017-01-26 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1C58-EDA1-E050-A8C0630539E2}","895000","2017-01-27 00:00","S","N","F","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1C5A-EDA1-E050-A8C0630539E2}","2500000","2017-01-31 00:00","T","N","F","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1C5B-EDA1-E050-A8C0630539E2}","390000","2017-01-17 00:00","F","Y","L","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C5C-EDA1-E050-A8C0630539E2}","390000","2017-01-20 00:00","F","Y","L","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C5D-EDA1-E050-A8C0630539E2}","289000","2017-01-27 00:00","T","N","F","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1C5F-EDA1-E050-A8C0630539E2}","800000","2017-02-10 00:00","S","N","F","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1CFE-EDA1-E050-A8C0630539E2}","1250000","2017-03-31 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1CFF-EDA1-E050-A8C0630539E2}","750000","2017-03-27 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1D00-EDA1-E050-A8C0630539E2}","1500000","2017-04-13 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1D01-EDA1-E050-A8C0630539E2}","334500","2017-04-10 00:00","F","N","L","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1D02-EDA1-E050-A8C0630539E2}","345000","2017-03-17 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1D03-EDA1-E050-A8C0630539E2}","287000","2017-03-23 00:00","F","N","L","UPMINSTER","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1D05-EDA1-E050-A8C0630539E2}","210000","2017-04-18 00:00","F","N","L","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1D06-EDA1-E050-A8C0630539E2}","450000","2017-03-31 00:00","T","N","F","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1D07-EDA1-E050-A8C0630539E2}","620000","2017-04-03 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1D08-EDA1-E050-A8C0630539E2}","205000","2017-04-04 00:00","T","N","L","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1D09-EDA1-E050-A8C0630539E2}","712000","2017-03-31 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1D0A-EDA1-E050-A8C0630539E2}","1975000","2017-02-15 00:00","F","N","L","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4E95D757-1D0C-EDA1-E050-A8C0630539E2}","440000","2017-04-13 00:00","D","N","F","ILFORD","REDBRIDGE","GREATER LONDON","A","A"
"{4E95D757-1D0D-EDA1-E050-A8C0630539E2}","770000","2017-03-10 00:00","F","N","L","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{4E95D757-1D0E-EDA1-E050-A8C0630539E2}","395000","2017-03-31 00:00","S","N","F","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1D0F-EDA1-E050-A8C0630539E2}","731666","2017-04-11 00:00","D","N","F","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{4E95D757-1D10-EDA1-E050-A8C0630539E2}","955000","2017-03-13 00:00","D","N","F","READING","READING","READING","A","A"
"{4E95D757-1D11-EDA1-E050-A8C0630539E2}","1050000","2017-03-31 00:00","D","N","F","READING","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"{4E95D757-1D12-EDA1-E050-A8C0630539E2}","455000","2017-03-17 00:00","D","N","F","NEWBURY","WEST BERKSHIRE","WEST BERKSHIRE","A","A"
"{4E95D757-1D13-EDA1-E050-A8C0630539E2}","777500","2017-04-07 00:00","D","N","F","MAIDENHEAD","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"{4E95D757-1D14-EDA1-E050-A8C0630539E2}","266000","2017-04-13 00:00","S","N","F","READING","READING","READING","A","A"
"{4E95D757-1D16-EDA1-E050-A8C0630539E2}","383000","2017-04-07 00:00","S","N","F","READING","WEST BERKSHIRE","WEST BERKSHIRE","A","A"
"{4E95D757-1D17-EDA1-E050-A8C0630539E2}","314370","2017-04-10 00:00","T","N","F","READING","READING","READING","A","A"
"{4E95D757-1D18-EDA1-E050-A8C0630539E2}","227500","2017-03-22 00:00","F","N","L","READING","READING","READING","A","A"
"{4E95D757-1D19-EDA1-E050-A8C0630539E2}","341000","2017-04-05 00:00","T","N","F","READING","READING","READING","A","A"
"{4E95D757-1D1A-EDA1-E050-A8C0630539E2}","440000","2017-04-05 00:00","S","N","F","MAIDENHEAD","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"{4E95D757-1D1B-EDA1-E050-A8C0630539E2}","299950","2017-04-06 00:00","T","N","F","READING","READING","READING","A","A"
"{4E95D757-1D1C-EDA1-E050-A8C0630539E2}","281000","2017-03-24 00:00","T","N","F","THATCHAM","WEST BERKSHIRE","WEST BERKSHIRE","A","A"
"{4E95D757-1D1D-EDA1-E050-A8C0630539E2}","630000","2017-03-15 00:00","D","N","F","ASCOT","BRACKNELL FOREST","BRACKNELL FOREST","B","A"
"{4E95D757-1D1E-EDA1-E050-A8C0630539E2}","332500","2017-03-17 00:00","T","N","F","MAIDENHEAD","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"{4E95D757-215D-EDA1-E050-A8C0630539E2}","250000","2017-03-31 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-215E-EDA1-E050-A8C0630539E2}","214500","2017-02-24 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2162-EDA1-E050-A8C0630539E2}","266000","2017-03-21 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-216D-EDA1-E050-A8C0630539E2}","247500","2017-01-05 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-216E-EDA1-E050-A8C0630539E2}","675000","2017-01-05 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2186-EDA1-E050-A8C0630539E2}","487000","2017-01-12 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2187-EDA1-E050-A8C0630539E2}","170000","2017-01-04 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2188-EDA1-E050-A8C0630539E2}","290000","2017-01-20 00:00","D","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2189-EDA1-E050-A8C0630539E2}","350000","2017-01-11 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-218A-EDA1-E050-A8C0630539E2}","350000","2017-01-18 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2192-EDA1-E050-A8C0630539E2}","150000","2017-01-27 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2194-EDA1-E050-A8C0630539E2}","220000","2017-01-27 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2195-EDA1-E050-A8C0630539E2}","612000","2017-02-02 00:00","D","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2196-EDA1-E050-A8C0630539E2}","150000","2017-01-20 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-2199-EDA1-E050-A8C0630539E2}","349950","2017-02-17 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219A-EDA1-E050-A8C0630539E2}","180000","2017-01-11 00:00","F","N","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219B-EDA1-E050-A8C0630539E2}","339950","2017-02-23 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219C-EDA1-E050-A8C0630539E2}","325000","2017-02-15 00:00","F","Y","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219D-EDA1-E050-A8C0630539E2}","285000","2017-03-17 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219E-EDA1-E050-A8C0630539E2}","339950","2017-03-23 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-219F-EDA1-E050-A8C0630539E2}","290000","2017-03-23 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A0-EDA1-E050-A8C0630539E2}","343500","2017-03-10 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A3-EDA1-E050-A8C0630539E2}","320000","2017-03-20 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A4-EDA1-E050-A8C0630539E2}","290000","2017-03-31 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A6-EDA1-E050-A8C0630539E2}","245000","2017-03-17 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A7-EDA1-E050-A8C0630539E2}","240000","2017-03-29 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A8-EDA1-E050-A8C0630539E2}","520000","2017-03-17 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21A9-EDA1-E050-A8C0630539E2}","273000","2017-03-17 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21AA-EDA1-E050-A8C0630539E2}","275000","2017-03-10 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21AB-EDA1-E050-A8C0630539E2}","158000","2017-03-17 00:00","F","Y","L","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21AC-EDA1-E050-A8C0630539E2}","256500","2017-04-07 00:00","S","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-21AD-EDA1-E050-A8C0630539E2}","275000","2017-04-07 00:00","T","N","F","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A"
"{4E95D757-19B5-EDA1-E050-A8C0630539E2}","295000","2017-04-10 00:00","S","N","F","SANDY","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19B6-EDA1-E050-A8C0630539E2}","560000","2017-04-13 00:00","D","N","F","HITCHIN","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19B7-EDA1-E050-A8C0630539E2}","902000","2017-04-07 00:00","D","N","F","BEDFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19B8-EDA1-E050-A8C0630539E2}","427500","2017-03-31 00:00","D","N","F","BEDFORD","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19B9-EDA1-E050-A8C0630539E2}","270000","2017-04-07 00:00","S","N","F","DUNSTABLE","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19BA-EDA1-E050-A8C0630539E2}","642000","2017-04-11 00:00","D","N","F","BIGGLESWADE","CENTRAL BEDFORDSHIRE","CENTRAL BEDFORDSHIRE","A","A"
"{4E95D757-19BB-EDA1-E050-A8C0630539E2}","297500","2017-04-07 00:00","T","N","F","BEDFORD","BEDFORD","BEDFORD","A","A"
"{50F18103-DE61-9FD5-E050-A8C063054923}","360000","2017-04-21 00:00","S","N","F","HYTHE","SHEPWAY","KENT","B","A"
"{50F18103-DE62-9FD5-E050-A8C063054923}","153000","2017-05-02 00:00","S","N","F","CHATHAM","MEDWAY","MEDWAY","B","A"
"{50F18103-DE63-9FD5-E050-A8C063054923}","665000","2017-05-23 00:00","S","N","F","BROMLEY","BROMLEY","GREATER LONDON","B","A"
"{50F18103-DE65-9FD5-E050-A8C063054923}","265000","2017-04-28 00:00","T","N","F","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","B","A"
"{50F18103-DE66-9FD5-E050-A8C063054923}","190000","2017-05-08 00:00","T","N","F","CHATHAM","MEDWAY","MEDWAY","B","A"
"{50F18103-DE67-9FD5-E050-A8C063054923}","130000","2017-04-13 00:00","S","N","F","ROCHESTER","MEDWAY","MEDWAY","B","A"
"{50F18103-DE68-9FD5-E050-A8C063054923}","960000","2017-04-20 00:00","O","N","F","FOLKESTONE","SHEPWAY","KENT","B","A"
"{50F18103-DE69-9FD5-E050-A8C063054923}","896700","2017-03-25 00:00","O","N","F","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","B","A"
"{50F18103-DE6A-9FD5-E050-A8C063054923}","380000","2017-04-26 00:00","O","N","F","MARGATE","THANET","KENT","B","A"
"{50F18103-DE6B-9FD5-E050-A8C063054923}","149995","2017-04-28 00:00","T","N","F","ASHFORD","ASHFORD","KENT","B","A"
"{50F18103-DE6D-9FD5-E050-A8C063054923}","210000","2017-04-28 00:00","O","N","F","GILLINGHAM","MEDWAY","MEDWAY","B","A"
"{50F18103-DE6E-9FD5-E050-A8C063054923}","580646","2017-03-30 00:00","O","N","F","FOLKESTONE","SHEPWAY","KENT","B","A"
"{50F18103-DE70-9FD5-E050-A8C063054923}","25000","2017-05-25 00:00","O","N","F","RAMSGATE","THANET","KENT","B","A"
"{50F18103-DE71-9FD5-E050-A8C063054923}","249000","2017-04-12 00:00","O","N","F","SITTINGBOURNE","SWALE","KENT","B","A"
"{50F18103-DE73-9FD5-E050-A8C063054923}","155000","2017-04-26 00:00","O","N","F","DARTFORD","DARTFORD","KENT","B","A"
"{50F18103-DE74-9FD5-E050-A8C063054923}","15000","2017-04-28 00:00","O","N","F","FAVERSHAM","SWALE","KENT","B","A"
"{50F18103-DE75-9FD5-E050-A8C063054923}","139000","2017-05-08 00:00","T","N","F","SHEERNESS","SWALE","KENT","B","A"
"{50F18103-DE76-9FD5-E050-A8C063054923}","225000","2017-05-03 00:00","T","N","F","CHATHAM","MEDWAY","MEDWAY","B","A"
"{50F18103-DE77-9FD5-E050-A8C063054923}","995000","2017-04-28 00:00","D","N","F","CANTERBURY","CANTERBURY","KENT","B","A"
"{50F18103-DE78-9FD5-E050-A8C063054923}","30000","2017-05-05 00:00","O","N","L","SHEERNESS","SWALE","KENT","B","A"
"{50F18103-DE79-9FD5-E050-A8C063054923}","150000","2017-04-27 00:00","T","N","F","WESTGATE-ON-SEA","THANET","KENT","B","A"
"{50F18103-DE7A-9FD5-E050-A8C063054923}","670000","2017-03-31 00:00","O","N","F","TONBRIDGE","TONBRIDGE AND MALLING","KENT","B","A"
"{50F18103-DE7B-9FD5-E050-A8C063054923}","1150000","2017-04-07 00:00","O","N","F","WESTERHAM","SEVENOAKS","KENT","B","A"
"{50F18103-DE7C-9FD5-E050-A8C063054923}","6000","2017-04-28 00:00","O","N","F","FOLKESTONE","SHEPWAY","KENT","B","A"
"{50F18103-DE7D-9FD5-E050-A8C063054923}","175000","2017-03-31 00:00","O","N","F","HYTHE","SHEPWAY","KENT","B","A"
"{50F18103-DE7E-9FD5-E050-A8C063054923}","390000","2017-04-07 00:00","O","N","F","CANTERBURY","DOVER","KENT","B","A"
"{50F18103-DE7F-9FD5-E050-A8C063054923}","210000","2017-03-28 00:00","T","N","F","MAIDSTONE","MAIDSTONE","KENT","B","A"
"{50F18103-DE80-9FD5-E050-A8C063054923}","215000","2017-05-02 00:00","O","N","F","CANTERBURY","CANTERBURY","KENT","B","A"
"{50F18103-DE81-9FD5-E050-A8C063054923}","195000","2017-04-21 00:00","O","N","F","TENTERDEN","ASHFORD","KENT","B","A"
"{50F18103-DE82-9FD5-E050-A8C063054923}","102100","2017-04-29 00:00","O","N","F","CANTERBURY","CANTERBURY","KENT","B","A"
"{50F18103-DE83-9FD5-E050-A8C063054923}","180000","2017-04-28 00:00","S","N","F","SHEERNESS","SWALE","KENT","B","A"
"{50F18103-DE84-9FD5-E050-A8C063054923}","102100","2017-04-29 00:00","O","N","F","CANTERBURY","CANTERBURY","KENT","B","A"
"{50F18103-DE85-9FD5-E050-A8C063054923}","190000","2017-04-28 00:00","T","N","F","MAIDSTONE","MAIDSTONE","KENT","B","A"
"{50F18103-E08D-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E08E-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E08F-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E090-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E091-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E092-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E093-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E094-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E095-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E096-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E097-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E098-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E099-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09A-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09B-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09C-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09D-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09E-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E09F-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E0A0-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E0A1-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E0A2-9FD5-E050-A8C063054923}","70000","2017-04-04 00:00","F","N","L","BURNLEY","BURNLEY","LANCASHIRE","B","A"
"{50F18103-E0A6-9FD5-E050-A8C063054923}","257076","2017-03-23 00:00","O","N","F","LANCASTER","LANCASTER","LANCASHIRE","B","A"
"{50F18103-E0A7-9FD5-E050-A8C063054923}","121237","2017-03-31 00:00","T","Y","L","CLITHEROE","RIBBLE VALLEY","LANCASHIRE","B","A"
"{50F18103-E0A8-9FD5-E050-A8C063054923}","121237","2017-03-31 00:00","T","Y","L","CLITHEROE","RIBBLE VALLEY","LANCASHIRE","B","A"
"{50F18103-E0A9-9FD5-E050-A8C063054923}","121237","2017-03-31 00:00","T","Y","L","CLITHEROE","RIBBLE VALLEY","LANCASHIRE","B","A"
"{50F18103-E0AB-9FD5-E050-A8C063054923}","209995","2017-03-30 00:00","S","Y","L","CHORLEY","CHORLEY","LANCASHIRE","B","A"
"{50F18103-E0AC-9FD5-E050-A8C063054923}","12000","2017-04-07 00:00","O","N","F","POULTON-LE-FYLDE","WYRE","LANCASHIRE","B","A"
"{50F18103-E0AD-9FD5-E050-A8C063054923}","312000","2017-03-30 00:00","O","N","F","BLACKBURN","RIBBLE VALLEY","LANCASHIRE","B","A"
"{50F18103-E0AE-9FD5-E050-A8C063054923}","100000","2017-03-29 00:00","O","N","F","FLEETWOOD","WYRE","LANCASHIRE","B","A"
"{50F18103-E0AF-9FD5-E050-A8C063054923}","76500","2017-04-11 00:00","T","N","F","BLACKPOOL","BLACKPOOL","BLACKPOOL","B","A"
"{50F18103-E0B0-9FD5-E050-A8C063054923}","20000","2017-03-24 00:00","O","N","L","BLACKPOOL","BLACKPOOL","BLACKPOOL","B","A"
"{50F18103-E0B1-9FD5-E050-A8C063054923}","175000","2017-05-02 00:00","O","N","F","CARNFORTH","LANCASTER","LANCASHIRE","B","A"
"{50F18103-E2C3-9FD5-E050-A8C063054923}","127500","2017-01-19 00:00","F","N","L","SALFORD","SALFORD","GREATER MANCHESTER","B","A"
"{50F18103-E2C6-9FD5-E050-A8C063054923}","170000","2017-04-24 00:00","F","N","L","ALTRINCHAM","TRAFFORD","GREATER MANCHESTER","B","A"
"{50F18103-E2C7-9FD5-E050-A8C063054923}","162500","2017-04-24 00:00","F","N","L","ALTRINCHAM","TRAFFORD","GREATER MANCHESTER","B","A"
